CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MEDV
-1.068703652239681,1.6869195513670994,-1.5452928318719887,-0.26839131562903584,0.027164768646271594,0.4413771207952929,-0.09458396501122227,0.4439067634696436,-2.3146740543807915,-0.5563337505813334,-1.4088738853433342,0.6327567201493278,-1.2920916876611512,24.0
-1.0079157538823822,-0.575683657881,-0.461768338182249,-0.26839131562903584,-0.7160934545368254,0.22562080843292193,0.39646643682772365,0.7969496491589779,-1.4489334525834547,-1.1758873914920234,-0.5186919431567713,0.6327567201493278,-0.3558322043173458,21.6
-1.0079724753968287,-0.575683657881,-0.461768338182249,-0.26839131562903584,-0.7160934545368254,1.2683477965916974,-0.2373899265874194,0.7969496491589779,-1.4489334525834547,-1.1758873914920234,-0.5186919431567713,0.5020648887309573,-1.5811536180835464,34.7
-0.9936368429178365,-0.575683657881,-1.585375042956215,-0.26839131562903584,-0.8512468010073228,1.0193362728095443,-0.7509532835057734,1.1446108665637098,-0.9095511891655876,-1.4618423798201174,-0.07644334327131917,0.5594044937211907,-1.9751724195149283,33.4
-0.894227164930413,-0.575683657881,-1.585375042956215,-0.26839131562903584,-0.8512468010073228,1.218056111686776,-0.472964746470228,1.1446108665637098,-0.9095511891655876,-1.4618423798201174,-0.07644334327131917,0.6327567201493278,0.02802665261182513,36.2
-1.000730286710471,-0.575683657881,-1.585375042956215,-0.26839131562903584,-0.8512468010073228,0.23831168031996952,-0.320024773986373,1.1446108665637098,-0.9095511891655876,-1.4618423798201174,-0.07644334327131917,0.5430844788536857,-1.2279056617084643,28.7
-0.844800299336996,1.6347936845350335,-0.32207564006095013,-0.26839131562903584,-0.11029614337405383,-0.3622843063230647,-0.04536261211695431,0.9957945422167969,-0.24136210738347152,-0.4140109688279328,-1.4357461279628432,0.59060621639629,0.17738033133597644,22.9
-0.7099366263775031,1.6347936845350335,-0.32207564006095013,-0.26839131562903584,-0.11029614337405383,-0.12964091641974182,1.0398128519993741,1.1128299641320905,-0.24136210738347152,-0.4140109688279328,-1.4357461279628432,0.6327567201493278,0.9931424536819122,27.1
-0.5665200876999075,1.6347936845350335,-0.32207564006095013,-0.26839131562903584,-0.11029614337405383,-0.9308927998429376,1.1894245259886755,1.1501964484904235,-0.24136210738347152,-0.4140109688279328,-1.4357461279628432,0.31006287027834745,1.9174847029351234,16.5
-0.6531622739021887,1.6347936845350335,-0.32207564006095013,-0.26839131562903584,-0.11029614337405383,-0.3740090148992887,0.6549195190544832,1.286012973083084,-0.24136210738347152,-0.4140109688279328,-1.4357461279628432,0.31248666299037514,0.7719619676927286,18.9
-0.539118246317984,1.6347936845350335,-0.32207564006095013,-0.26839131562903584,-0.11029614337405383,0.1634283156730551,0.9712073333713581,1.2223670166994312,-0.24136210738347152,-0.4140109688279328,-1.4357461279628432,0.49226292567408936,1.1238814359080145,15.0
-0.7731318864454885,1.6347936845350335,-0.32207564006095013,-0.26839131562903584,-0.11029614337405383,-0.3666800259240823,0.543564308876596,1.1901112050229656,-0.24136210738347152,-0.4140109688279328,-1.4357461279628432,0.6327567201493278,0.2958500229197505,18.9
-0.8310201309305216,1.6347936845350335,-0.32207564006095013,-0.26839131562903584,-0.11029614337405383,-0.543547680990858,-0.9680677490823221,0.9610748399753256,-0.24136210738347152,-0.4140109688279328,-1.4357461279628432,0.42891545430225947,0.6098175543781231,21.7
0.06246064443987803,-0.575683657881,-0.27662515845450847,-0.26839131562903584,0.027164768646271594,-0.45485919506905714,-0.21315283754749123,0.7007009799770478,-0.5293312667859081,-0.4509254273791197,1.4307047212551969,0.6327567201493278,-0.5227747803281579,20.4
0.0715320401937941,-0.575683657881,-0.27662515845450847,-0.26839131562903584,0.027164768646271594,-0.23971013775300434,0.6028455880497503,0.6036161084440371,-0.5293312667859081,-0.4509254273791197,1.4307047212551969,0.11454893563552025,-0.15997416183508564,18.2
0.059821513913275885,-0.575683657881,-0.27662515845450847,-0.26839131562903584,0.027164768646271594,-0.6252992114703313,-0.3951280805009002,0.6185216559702948,-0.5293312667859081,-0.4509254273791197,1.4307047212551969,0.5912517860083009,-0.4817747566138943,19.9
0.43549948666731403,-0.575683657881,-0.27662515845450847,-0.26839131562903584,0.027164768646271594,-0.47550734962812125,-1.2634866583861124,0.6185216559702948,-0.5293312667859081,-0.4509254273791197,1.4307047212551969,0.31673164477886523,-0.8820097335943679,23.1
0.21911831971897594,-0.575683657881,-0.27662515845450847,-0.26839131562903584,0.027164768646271594,-0.3945487675526798,0.49926769675687066,0.5180356432632552,-0.5293312667859081,-0.4509254273791197,1.4307047212551969,0.3136990804941042,0.4809945676605856,17.5
0.23606772290774386,-0.575683657881,-0.27662515845450847,-0.26839131562903584,0.027164768646271594,-1.199384463469109,-1.0428229587532076,0.3054209428970483,-0.5293312667859081,-0.4509254273791197,1.4307047212551969,-1.759390765434857,0.06779355057713181,20.2
0.163223573720445,-0.575683657881,-0.27662515845450847,-0.26839131562903584,0.027164768646271594,-0.7856092499386051,0.05731425912056513,0.3054209428970483,-0.5293312667859081,-0.4509254273791197,1.4307047212551969,0.44294917301810616,0.0047684977498699925,18.2
0.5608398033378599,-0.575683657881,-0.27662515845450847,-0.26839131562903584,0.027164768646271594,-1.0239387466418213,1.1163732480297168,0.30611049963311693,-0.5293312667859081,-0.4509254273791197,1.4307047212551969,0.016174747387846626,1.179135889262545,13.6
0.27956065589510576,-0.575683657881,-0.27662515845450847,-0.26839131562903584,0.027164768646271594,-0.43129525228757637,0.7784001941095067,0.4083911019103115,-0.5293312667859081,-0.4509254273791197,1.4307047212551969,0.492578783402118,0.3716463382573426,19.6
0.5495935516364228,-0.575683657881,-0.27662515845450847,-0.26839131562903584,0.027164768646271594,-0.17299591738514355,0.8726189977155837,0.3919445628765576,-0.5293312667859081,-0.4509254273791197,1.4307047212551969,0.6327567201493278,0.9483529766402405,15.2
0.3884272816334177,-0.575683657881,-0.27662515845450847,-0.26839131562903584,0.027164768646271594,-0.656629193511289,1.1894245259886755,0.4462555558336765,-0.5293312667859081,-0.4509254273791197,1.4307047212551969,0.5565202403681917,1.0673921388843999,14.5
0.18709482314698067,-0.575683657881,-0.27662515845450847,-0.26839131562903584,0.027164768646271594,-0.4917504130128412,0.9636021621644982,0.5779780665600559,-0.5293312667859081,-0.4509254273791197,1.4307047212551969,0.5497974026566199,0.6799620349998393,15.6
0.2696328121234236,-0.575683657881,-0.27662515845450847,-0.26839131562903584,0.027164768646271594,-0.979632256394849,0.6474688946418695,0.6006339338376542,-0.5293312667859081,-0.4509254273791197,1.4307047212551969,-1.550331737689551,0.7044489789217859,13.9
0.10812949990749611,-0.575683657881,-0.27662515845450847,-0.26839131562903584,0.027164768646271594,-0.656629193511289,0.8197859081296742,0.6909046919975922,-0.5293312667859081,-0.4509254273791197,1.4307047212551969,0.024912745133961862,0.49874287952236146,16.6
0.36376042259025465,-0.575683657881,-0.27662515845450847,-0.26839131562903584,0.027164768646271594,-0.311093351436552,0.7633785622066093,0.6001431599124182,-0.5293312667859081,-0.4509254273791197,1.4307047212551969,-1.503892659247355,0.7921946778205671,14.8
0.20867887344771935,-0.575683657881,-0.27662515845450847,-0.26839131562903584,0.027164768646271594,0.3296649215881799,0.9750112498944851,0.6006748246034855,-0.5293312667859081,-0.4509254273791197,1.4307047212551969,0.3499277371783702,0.23030147410414709,18.4
0.39876568531488515,-0.575683657881,-0.27662515845450847,-0.26839131562903584,0.027164768646271594,0.5785367850652439,0.7071802505296197,0.5098635004431726,-0.5293312667859081,-0.4509254273791197,1.4307047212551969,0.12061743318664085,0.11135741175608187,21.0
0.4870067427595473,-0.575683657881,-0.27662515845450847,-0.26839131562903584,0.027164768646271594,-0.806709925881423,0.9636021621644982,0.5072602314207678,-0.5293312667859081,-0.4509254273791197,1.4307047212551969,-0.418418631566143,1.3263087617581282,12.7
0.6176016347869709,-0.575683657881,-0.27662515845450847,-0.26839131562903584,0.027164768646271594,-0.27463212253165153,1.1894245259886755,0.48187032565418586,-0.5293312667859081,-0.4509254273791197,1.4307047212551969,0.020682193926588974,0.26400111065789295,14.5
0.6348875376688878,-0.575683657881,-0.27662515845450847,-0.26839131562903584,0.027164768646271594,-0.4533853890380675,0.5103285408893818,0.3980504118527205,-0.5293312667859081,-0.4509254273791197,1.4307047212551969,-2.3389003986515977,1.7519991131659085,13.2
0.5003701025326948,-0.575683657881,-0.27662515845450847,-0.26839131562903584,0.027164768646271594,-0.824819593998758,0.9978533364296213,0.30083290187112394,-0.5293312667859081,-0.4509254273791197,1.4307047212551969,-0.4530735669720512,0.9091583270684984,13.1
0.7400059577316281,-0.575683657881,-0.27662515845450847,-0.26839131562903584,0.027164768646271594,-0.23971013775300434,1.0703953582592227,0.2872400364127389,-0.5293312667859081,-0.4509254273791197,1.4307047212551969,-2.2110496233758945,1.1130780180901114,13.5
-0.9070520009567914,-0.575683657881,-0.6699451669453542,-0.26839131562903584,-0.37198315402417764,-0.4784593550031903,0.011168233270764698,0.07523139290902707,-0.24136210738347152,-0.7315407578456192,0.20237753202850495,0.6327567201493278,0.02802665261182513,18.9
-0.8219110502413538,-0.575683657881,0.17433516254459194,-0.26839131562903584,-0.37198315402417764,-0.614870155840998,-0.2270099978839524,0.0851573832127429,-0.24136210738347152,-0.7315407578456192,0.20237753202850495,0.04414983920014238,0.024939096165212712,20.0
-0.8655192865098533,-0.575683657881,-0.6699451669453542,-0.26839131562903584,-0.37198315402417764,-0.6014718238726533,-0.8891306775962723,0.3718795398508566,-0.24136210738347152,-0.7315407578456192,0.20237753202850495,0.6327567201493278,-0.42449562141778596,21.0
-0.6422971939621702,-0.575683657881,-0.6699451669453542,-0.26839131562903584,-0.37198315402417764,-0.42982370521830415,-1.2368648793811015,0.3302569214371197,-0.24136210738347152,-0.7315407578456192,0.20237753202850495,0.5210974151119661,-0.1818535492739073,24.7
